title,authors,year,description,url,citations,cluster,type,clean_title,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
bookb changemakers industrious future digital economy,A Arvidsson,2019.0,"This book argues that, as industrial capitalism enters a period of prolonged crisis, a new 
paradigm of ‘industrious modernity’is emerging. Based on small-scale, commons-based and …",https://books.google.com/books?hl=en&lr=&id=Lhy3DwAAQBAJ&oi=fnd&pg=PT4&dq=economy&ots=Zn_aUdd8NT&sig=aogwJyn2XnRkP1ND-7q5EqSkyAA,71,0,BOOK,Changemakers: The industrious future of the digital economy,8,52,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['Lhy3DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT4'], 'dq': ['economy'], 'ots': ['Zn_aUdd8NT'], 'sig': ['aogwJyn2XnRkP1ND-7q5EqSkyAA']}",,
bookb construction quality economy,"S Pheng, R Premnath",2019.0,"… When Singapore first gained independence in 1965, her economy was relatively weak and 
… How does the performance of the national economy influence construction quality? These …",https://link.springer.com/content/pdf/10.1007/978-981-13-5847-0.pdf,42,3,BOOK,Construction quality and the economy,5,32,economy,link.springer.com,Springer,/content/pdf/10.1007/978-981-13-5847-0.pdf,{},10.1007/978,pdf
class conflict capitalist world economy,I Wallerstein,2018.0,"… in a capitalist world-economy, and since the functioning of the world-economy is such that 
… differentially located in relation to the world-economy should be so dissimilar. It is also then …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429494642-20/class-conflict-capitalist-world-economy-immanuel-wallerstein,8401,8,,Class conflict in the capitalist world economy,7,40,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429494642-20/class-conflict-capitalist-world-economy-immanuel-wallerstein,{},10.4324/9780429494642,
bookb cities world economy,S Sassen,2018.0,"… Cities have continued to be increasingly major actors in the global economy, in global 
culture, and in the novel kinds of global wars. The fourth edition introduced a large range of new …",https://books.google.com/books?hl=en&lr=&id=dhlcDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=NnOXE60rGx&sig=-io2IsBovYYEl8vyqk0r9JE7avo,7958,8,BOOK,Cities in a world economy,5,21,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['dhlcDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['NnOXE60rGx'], 'sig': ['-io2IsBovYYEl8vyqk0r9JE7avo']}",,
economy instituted process,K Polanyi,2018.0,"The Sociology of Economic Life Page 1 Our main purpose in this chapter is to de- termine 
the meaning that can be attached with consistency to the term “economic” in all the social …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429494338-2/economy-instituted-process-karl-polanyi,4828,3,,The economy as instituted process,5,29,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429494338-2/economy-instituted-process-karl-polanyi,{},10.4324/9780429494338,
htmlhtml circular economy concept limitations,"J Korhonen, A Honkasalo, J Seppälä",2018.0,"Circular economy (CE) is currently a popular concept promoted by the EU, by several 
national governments and by many businesses around the world. However, the scientific and …",https://www.sciencedirect.com/science/article/pii/S0921800916300325,4657,0,HTML,Circular economy: the concept and its limitations,7,43,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0921800916300325,{},,
bookb political geography worldeconomy nationstate locality,"C Flint, PJ Taylor",2018.0,"… of individuals with the complexity of the world-economy by merging the compatible, but different, 
… It also discusses the dynamics of the capitalist world-economy and the constant tension …",https://www.taylorfrancis.com/books/mono/10.4324/9781315164380/political-geography-colin-flint-peter-taylor,2571,1,BOOK,"Political geography: World-economy, nation-state and locality",6,56,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9781315164380/political-geography-colin-flint-peter-taylor,{},10.4324/9781315164380/,
bookb value everything making taking global economy,M Mazzucato,2018.0,"… categories has allowed certain actors in the economy to portray themselves as value creators, 
… The lesson here is urgent and sobering: to rescue our economy from the next inevitable …",https://books.google.com/books?hl=en&lr=&id=H50RDgAAQBAJ&oi=fnd&pg=PT8&dq=economy&ots=lkQ9IJL5Oa&sig=F5kYaiQ0pHhffO_MTajlhRG_R3U,2099,5,BOOK,The value of everything: Making and taking in the global economy,11,54,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['H50RDgAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT8'], 'dq': ['economy'], 'ots': ['lkQ9IJL5Oa'], 'sig': ['F5kYaiQ0pHhffO_MTajlhRG_R3U']}",,
htmlhtml barriers circular economy evidence european union eu,"J Kirchherr, L Piscicelli, R Bour, E Kostense",2018.0,"… We present the first large-N-study on circular economy … considered the main circular economy 
barriers by businesses and … the transition towards a circular economy. Meanwhile, not a …",https://www.sciencedirect.com/science/article/pii/S0921800917317573,2077,3,HTML,Barriers to the circular economy: Evidence from the European Union (EU),11,61,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0921800917317573,{},,
htmlhtml circular economyfrom review theories practices development implementation tools,"Y Kalmykova, M Sadagopan, L Rosado",2018.0,"The paper provides an overview of the literature on Circular Economy (CE) theoretical 
approaches, strategies and implementation cases. After analyzing different CE approaches and …",https://www.sciencedirect.com/science/article/pii/S0921344917303701,1695,3,HTML,Circular economy–From review of theories and practices to development of implementation tools,12,82,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0921344917303701,{},,
bookb economy evolving complex system ii,WB Arthur,2018.0,"A new view of the economy as an evolving, complex system has been pioneered at the Santa 
Fe Institute over the last ten years, This volume is a collection of articles that shape and …",https://books.google.com/books?hl=en&lr=&id=5EpnDwAAQBAJ&oi=fnd&pg=PT15&dq=economy&ots=cXUJ-UWX8d&sig=K39fpnDzuJ5xn9Va6S2JTi4EWpg,1641,3,BOOK,The economy as an evolving complex system II,8,37,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['5EpnDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT15'], 'dq': ['economy'], 'ots': ['cXUJ-UWX8d'], 'sig': ['K39fpnDzuJ5xn9Va6S2JTi4EWpg']}",,
scholars approach circular economy systematic literature review,"R Merli, M Preziosi, A Acampora",2018.0,"Circular Economy (CE) aims to overcome the take-make-dispose linear pattern of production 
and consumption, proposing a circular system in which the value of products, materials and …",https://www.sciencedirect.com/science/article/pii/S0959652617330718,1581,3,,How do scholars approach the circular economy? A systematic literature review,11,67,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0959652617330718,{},,
bookb economy evolving complex system,PW Anderson,2018.0,"This book proceeds from a meeting at the Santa Fe Institute where economists and physical 
and biological scientists came together to discuss a conceptual framework incorporating a …",https://books.google.com/books?hl=en&lr=&id=ioNSDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=wUjwRBOfHX&sig=cPSBfY0bRPwS5-Jur8r7zkjsn7s,1525,3,BOOK,The economy as an evolving complex system,7,35,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['ioNSDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['wUjwRBOfHX'], 'sig': ['cPSBfY0bRPwS5-Jur8r7zkjsn7s']}",,
htmlhtml towards consensus circular economy,V Prieto,2018.0,"… economy, their differing approaches and their multiple applications, this paper attempts to 
propose a consensus view of the basic notions of the circular economy … the circular economy, …",https://www.sciencedirect.com/science/article/pii/S0959652617332146,1525,3,HTML,Towards a consensus on the circular economy,7,37,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0959652617332146,{},,
bazaar economy information search peasant marketing,C Geertz,2018.0,"… particular kind of economy, and it deserves analysis as such. Like an “industrial economy” 
or a “primitive economy,” from both of which it markedly differs, a “bazaar economy” manifests …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429494338-8/bazaar-economy-information-search-peasant-marketing-clifford-geertz,1514,3,,The bazaar economy: Information and search in peasant marketing,9,55,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429494338-8/bazaar-economy-information-search-peasant-marketing-clifford-geertz,{},10.4324/9780429494338,
bookb tango political economy passion,M Savigliano,2018.0,"What is tango? Dance, music, and lyrics of course, but also a philosophy, a strategy, a 
commodity, even a disease. This book explores the politics of tango, tracing tango's travels from …",https://www.taylorfrancis.com/books/mono/10.4324/9780429497001/tango-political-economy-passion-marta-savigliano,1326,2,BOOK,Tango and the political economy of passion,7,36,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429497001/tango-political-economy-passion-marta-savigliano,{},10.4324/9780429497001/,
spontaneous coronary artery dissection current state science scientific statement american heart association,", J Saw, D Adlam, C Arslanian",2018.0,"Spontaneous coronary artery dissection (SCAD) has emerged as an important cause of acute 
coronary syndrome, myocardial infarction, and sudden death, particularly among young …",https://www.ahajournals.org/doi/abs/10.1161/cir.0000000000000564,1111,3,,Spontaneous coronary artery dissection: current state of the science: a scientific statement from the American Heart Association,17,112,economy,ahajournals.org,American Heart Association Journals,/doi/abs/10.1161/cir.0000000000000564,{},,0000000000000564
governance blockchain economy framework research agenda,"R Beck, C Müller",2018.0,"… The blockchain economy would manifest itself in a new form of … We discuss the blockchain 
economy along dimensions … governance in the blockchain economy may depart radically from …",https://aisel.aisnet.org/jais/vol19/iss10/1/,1017,6,,Governance in the blockchain economy: A framework and research agenda,10,60,economy,aisel.aisnet.org,AIS Electronic Library,/jais/vol19/iss10/1/,{},,
bookb introduction international political economy,"DN Balaam, B Dillman",2018.0,"… in the global economy; and it is the only textbook to examine the illicit economy, the 
political economy of the Middle East, and global health. In short, this is an absolute mustread. …",https://www.taylorfrancis.com/books/mono/10.4324/9781315463452/introduction-international-political-economy-david-balaam-bradford-dillman,826,4,BOOK,Introduction to international political economy,5,43,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9781315463452/introduction-international-political-economy-david-balaam-bradford-dillman,{},10.4324/9781315463452/,
pdfpdf third revolution xi jinping new chinese state,E Economy,2018.0,… Elizabeth Economy …,https://works.hcommons.org/records/fqmv3-0n461/files/book-review-the-third-revolution-xi-jinping-and-the-new-chinese-state.pdf,797,9,PDF,The Third Revolution: Xi Jinping and the New Chinese State,10,49,economy,works.hcommons.org,Humanities Commons,/records/fqmv3-0n461/files/book-review-the-third-revolution-xi-jinping-and-the-new-chinese-state.pdf,{},,pdf
machines learn mean occupations economy,"E Brynjolfsson, T Mitchell, D Rock",2018.0,"Advances in machine learning (ML) are poised to transform numerous occupations and 
industries. This raises the question of which tasks will be most affected by ML. We apply the …",https://www.aeaweb.org/articles?id=10.1257%2Fpandp.20181019&utm_campaign=The%20Batch&utm_source=hs_email&utm_medium=email&utm_content=275114737&_hsenc=p2ANqtz--8qpeB2Emnw2azdA7MUwcyW6ldvi6BGFbh6V8P4cOaIpmsuFpP6GzvLG1zZEytqv7y1anY_NZhryjzrOwYqla7Q1zmQkP_P92A14SvAHfJX3f4aLU,769,3,,What can machines learn and what does it mean for occupations and the economy?,14,65,economy,aeaweb.org,American Economic Association,/articles,"{'id': ['10.1257/pandp.20181019'], 'utm_campaign': ['The Batch'], 'utm_source': ['hs_email'], 'utm_medium': ['email'], 'utm_content': ['275114737'], '_hsenc': ['p2ANqtz--8qpeB2Emnw2azdA7MUwcyW6ldvi6BGFbh6V8P4cOaIpmsuFpP6GzvLG1zZEytqv7y1anY_NZhryjzrOwYqla7Q1zmQkP_P92A14SvAHfJX3f4aLU']}",,
bookb sex economy freedom community eight essays,W Berry,2018.0,""""" Read [him] with pencil in hand, make notes, and hope that somehow our country and the 
world will soon come to see the truth that is told here.""""—The New York Times Book Review …",https://books.google.com/books?hl=en&lr=&id=6-AREAAAQBAJ&oi=fnd&pg=PT7&dq=economy&ots=toNxLyQBNE&sig=0HpyHRTn_cCdtBlxDQEP5e2tj2w,725,3,BOOK,"Sex, economy, freedom, & community: Eight essays",7,42,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['6-AREAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT7'], 'dq': ['economy'], 'ots': ['toNxLyQBNE'], 'sig': ['0HpyHRTn_cCdtBlxDQEP5e2tj2w']}",,
bookb remaking italian economy,RM Locke,2018.0,"… This book analyzes recent efforts to remake the Italian economy. I became fascinated with Italy 
because of its many contradictions and anomalies. On the one hand, Italy is seen as the “sick …",https://books.google.com/books?hl=en&lr=&id=YlpuDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=w7K9-yfEER&sig=ZNQrQ3bNORrXm0h_jV2tMZjVL3Q,715,3,BOOK,Remaking the Italian economy,4,25,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['YlpuDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['w7K9-yfEER'], 'sig': ['ZNQrQ3bNORrXm0h_jV2tMZjVL3Q']}",,
bookb copyrighting culture political economy intellectual property,RV Bettig,2018.0,"Launching into a complete analysis of copyright law in our capitalistic and hegemonistic 
political system, Ronald Bettig uncovers the power of the wealthy few to expand their fortunes …",https://www.taylorfrancis.com/books/mono/10.4324/9780429501302/copyrighting-culture-ronald-bettig,683,2,BOOK,Copyrighting culture: The political economy of intellectual property,8,61,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429501302/copyrighting-culture-ronald-bettig,{},10.4324/9780429501302/,
